oui,companyName
70:B3:D5:E6:4,"Hong Jiang Electronics Co, Ltd"
00:50:C2:0B:0,Lmi Tech
00:1B:93,JC Decaux SA Dnt
70:B3:D5:7F:7,Jasco Applied Sciences Canada Ltd
00:0A:04,3Com Ltd
28:39:E7,Preceno Tech Pte.Ltd
6C:AD:EF,"KZ Broadband Tech, Ltd"
A4:2B:8C,Netgear
70:B3:D5:87:C,Nautel Ltd
00:50:D3,Digital Audio Processing Pty. Ltd
00:D0:BB,"Cisco Systems, Inc"
08:00:3A,Orcatech Inc
84:11:C2:7,Ei3 Corp
FC:9A:FA,Motus Global Inc
70:B3:D5:F0:8,Szabo Software & Engineering UK Ltd
D4:72:26,zte Corp
38:A9:EA,Private
08:00:1E,Apollo Computer Inc
00:11:3C,Micronas GmbH
2C:60:0C,Quanta Computer Inc
0.028506944444445,"Via Tech, Inc"
10:C5:86,"Bio Sound Lab Co, Ltd"
F8:FC:E1,Amazon Tech Inc
00:40:4C,Hypertec Pty Ltd
00:60:F7,Datafusion Systems
00:02:A6,"Effinet Systems Co, Ltd"
C0:B5:CD,"Huawei Device Co, Ltd"
74:5D:68,"Fiberhome Telecommunication Tech Co, Ltd"
6C:D6:8A,LG Electronics (Mobile Communications)
A4:79:E4,Klinfo Corp
2C:4C:C6,"Murata Manufacturing Co, Ltd"
70:B3:D5:18:3,Evco S.p.a.
C4:7C:8D:3,"Watec Co, Ltd"
DC:B7:FC,Alps Electric (Ireland) Ltd
0:05:38,"Merilus, Inc"
00:08:6A,Securiton GmbH
B4:67:E9,"Qingdao GoerTek Tech Co, Ltd"
40:D8:55:09:9,idcell CoLtd
BC:02:4A,Hmd Global Oy
CC:9D:A2,Eltex Enterprise Ltd
0.010034722222222,27m Tech AB
00:1C:B0,"Cisco Systems, Inc"
00:50:C2:C3:7,"B.E.A.R. Solutions (Australasia) Pty, Ltd"
A8:70:5D,"Arris Group, Inc"
A4:CF:D2,"Ubee Interactive Co, Ltd"
00:50:C2:1B:9,EmCom Tech Inc
00:15:A2,"Arris Group, Inc"
D8:B8:F6,Nantworks
40:D8:55:1B:3,Bettini Srl
3C:78:43,"Huawei Tech Co, Ltd"
6C:E8:5C,"Apple, Inc"
70:B3:D5:EA:D,"Cobo, Inc"
00:40:CC,Silcom Manuf'G Tech Inc
00:04:4A,"iPolicy Networks, Inc"
00:50:C2:A2:C,Kws-Electronic GmbH
10:F6:81,"vivo Mobile Communication Co, Ltd"
8C:14:7D:E,Electrical & Automation Larsen & Toubro Ltd
8C:59:3C:0,"Fujian Chaozhi Group Co, Ltd"
CC:4F:5C:4,Spark Biomedical
64:33:B5,Ieee Registration Authority
00:0F:DF,Solomon Tech Corp
00:50:C2:32:E,"Manusa-Gest, S.L."
5C:E0:F6,Nic.br- Nucleo de Informacao e Coordenacao do Ponto BR
AC:20:AA,"Dmatek Co, Ltd"
A4:97:BB,"Hitachi Industrial Equipment Systems Co, Ltd"
EC:47:3C,"Redwire, Llc"
40:D8:55:0D:C,Nvs Tech Inc
70:B3:D5:09:9,Schwer+Kopka GmbH
00:0D:C2,Private
20:7C:8F,"Quanta Microsystems, Inc"
6C:3E:9C,KE Knestel Elektronik GmbH
C0:C9:E3,"TP-Link Tech Co, Ltd"
14:98:77,"Apple, Inc"
00:0A:D0,"Niigata Develoment Center, F.I.T. Co, Ltd"
E8:6C:C7:9,"Hangzhou Lanxum Security Tech Co, Ltd"
0:06:20,Serial System Ltd
70:B3:D5:BF:B,Sensor 42
C8:8E:D1,Ieee Registration Authority
8C:EA:1B,Edgecore Networks Corp
70:B3:D5:04:0,Savari Inc
00:F6:20,"Google, Inc"
24:15:10:B,"Teknic, Inc"
00:18:3E,"Digilent, Inc"
B8:74:47,Convergence Tech
70:B3:D5:FD:E,Aeronautical & General Instruments Ltd
88:A9:B7,"Apple, Inc"
00:0F:64,D&R Electronica Weesp BV
98:1A:35,"Huawei Tech Co, Ltd"
00:21:A1,"Cisco Systems, Inc"
70:B3:D5:19:0,"Fantom Wireless, Inc"
EC:75:3E,"Huawei Tech Co, Ltd"
98:8B:AD,Corintech Ltd
70:B3:D5:C2:0,Mipot S.p.a.
C8:D9:D2,Hewlett Packard
C0:9B:F4:A,Inveo
00:20:DC,Densitron Taiwan Ltd
00:10:9D,"Clarinet Systems, Inc"
00:25:AB,Aio Lcd PC BU / Tpv
70:B3:D5:C2:8,Mitech Integrated Systems Inc
00:50:C2:EE:0,osf Hansjuergen Meier GmbH & Co KG
84:39:BE:2,Cheng Du virtual world Tech Ltd
F0:AC:D7:6,Suzhou Pairlink Network Tech
40:D8:55:0E:9,Hameg GmbH
0C:02:27,Technicolor CH Usa Inc
70:B3:D5:37:6,"Magenta Labs, Inc"
34:00:8A:8,"Shenzhen Andakai Tech Co, Ltd"
0:06:55,"Yipee, Inc"
0:16:07,Curves International Inc
00:50:C2:73:A,Naturela Ltd
00:1B:C5:00:7,Energy Aware Tech
68:DB:67,"Nantong Coship Electronics Co, Ltd"
04:40:A9,"New H3c Tech Co, Ltd"
F4:E9:26,Tianjin Zanpu Tech Inc
00:0B:55,ADInstruments
00:50:C2:E7:9,Mcs Micronic Computer Systeme GmbH
38:B1:2D,Sonotronic Nagel GmbH
00:0E:C9,Yoko Tech Corp
B4:74:47,CoreOS
90:EB:48,Shanghai ChipFresh Internet of Things Tech C
E4:81:B3,"Shenzhen Act Industrial Co, Ltd"
70:B3:D5:83:F,Lumine Lighting Solutions Oy
70:B3:D5:DE:F,Isg Nordic AB
0.001770833333333,"Hanbyul Telecom Co, Ltd"
00:D0:4F,"Bitronics, Inc"
00:50:C2:82:E,LogiCom GmbH
00:26:F5,Xrplus Inc
D4:27:51,"Infopia Co, Ltd"
84:AB:26,Tiinlab Corp
0.004201388888889,"J-Works, Inc"
00:50:C2:68:A,"Zhuhai Jiahe Electronics Co, Ltd"
00:1D:1A,OvisLink S.A.
44:ED:57,"Longicorn, Inc"
F8:D0:BD,"Samsung Electronics Co, Ltd"
70:B3:D5:A1:B,Potter Electric Signal Co Llc
DC:DC:07,Trp Systems BV
00:02:BA,"Cisco Systems, Inc"
00:50:C2:0A:3,BaSyTec GmbH
00:50:C2:25:1,Dgt Sp. z o.o.
00:8C:FA,Inventec Corp
34:4F:5C,R&amp;M AG
A0:13:CB,"Fiberhome Telecommunication Tech Co, Ltd"
70:B3:D5:2F:6,Tattile Srl
8C:1F:64:4D:D,Griffyn Robotech Private Ltd
00:07:EF,Lockheed Martin Tactical Systems
00:0F:DD,Sordin AB
0:17:50,"Gsi Group, MicroE Systems"
20:32:C6,"Apple, Inc"
38:E8:DF,b GmbH medien + datenbanken
70:B3:D5:BC:E,"Yawata Electric Industrial Co, Ltd"
00:02:1C,"Network Elements, Inc"
00:1C:BD,"Ezze Mobile Tech, Inc"
00:50:C2:78:0,IQ Solutions GmbH & Co KG
00:17:CD,Cec Wireless R&D Ltd
68:79:12:3,Stephan Electronics Sarl
A4:B8:18,Penta Gesellschaft fÃ¼r elektronische Industriedatenverarbeitung mbH
BC:25:E0,"Huawei Tech Co, Ltd"
AC:3C:8E,"Flextronics Computing(Suzhou)Co, Ltd"
70:B3:D5:27:7,Voltaware Ltd
D8:61:62,Wistron Neweb Corp
00:50:C2:48:9,Eree Electronique
CC:9E:00,"Nintendo Co, Ltd"
40:A3:6B:6,Securiton AG
00:1B:C5:03:0,OctoGate it Security Systems GmbH
D0:22:12:E,u::Lux GmbH
00:0D:31,"Compellent Tech, Inc"
00:11:A3,LanReady Tech Inc
00:1D:45,"Cisco Systems, Inc"
CC:D8:C1,"Cisco Systems, Inc"
FC:6F:B7,"Arris Group, Inc"
28:23:F5,"China Mobile (Hangzhou) Information Tech Co, Ltd"
70:52:C5,Avaya Inc
EC:21:9F,VidaBox Llc
70:69:79:6,"Beijing Security Union Information Tech Co, Ltd"
E8:9F:80,Belkin International Inc
E8:6C:C7:5,"Shenzhen Rongda Computer Co, Ltd"
00:E0:91,LG Electronics
8:00:44,David Systems Inc
00:50:C2:9B:3,Kahler Automation
18:74:E2:B,"Shenzhen Jooan Tech Co, Ltd"
8C:1F:64:FD:1,Edgeware AB
BC:8C:CD,Samsung Electro-Mechanics(Thailand)
54:9A:11:F,Private
00:0F:BF,Dgt Sp. z o.o.
00:50:C2:42:2,ads-tec GmbH
00:25:1D,"Dsa Encore, Llc"
18:D2:76,"Huawei Tech Co, Ltd"
98:AA:FC:D,Mcs Micronic Computer Systeme GmbH
70:B3:D5:6A:A,Intermobility
80:6F:1C,"Huawei Device Co, Ltd"
00:08:F9,Artesyn Embedded Tech
F4:58:42,Boxx TV Ltd
B0:05:94,Liteon Tech Corp
70:B3:D5:58:B,Williams Sound Llc
00:03:A6,"Traxit Tech, Inc"
00:50:C2:51:1,Tecna Srl
70:B3:D5:56:C,Telensa Ltd
70:B3:D5:8B:F,Hangzhou Leaper Tech Co Ltd
00:0C:DC,"Becs Tech, Inc"
78:D0:04,Neousys Tech Inc
50:FF:99:C,Goetting KG
D4:8F:33,Microsoft Corp
AC:AF:B9,"Samsung Electronics Co, Ltd"
00:A0:17,J B M Corp
00:50:C2:19:D,Electrex S.R.L
00:1F:D2,Commtech Tech Macao Commercial Offshore Ltd
44:61:32,ecobee Inc
DC:17:92,Captivate Network
1C:40:E8,"Shenzhen Progress&Win Tech Co, Ltd"
98:06:37:2,Summa nv
00:16:D7,Sunways AG
00:1B:38,"Compal Information (Kunshan) Co, Ltd"
0:24:34,"Lectrosonics, Inc"
D4:12:43,"Ampak Tech, Inc"
00:02:D7,Empeg Ltd
00:50:C2:8C:7,Tattile Srl
00:50:C2:CA:5,"Yokowo Co, Ltd"
A4:0C:C3,"Cisco Systems, Inc"
C4:6B:B4,myIDkey
70:B3:D5:A4:F,Weltek Tech Co Ltd
08:61:95,Rockwell Automation
20:CE:2A:8,Intelligraphics
00:17:6B,"Kiyon, Inc"
00:50:C2:7F:E,Wireless Cables Inc
0.016990740740741,V.T. Telematica S.p.a.
98:80:BB:1,"GreatWall Information Co, Ltd"
DC:50:3A,"Nanjing Ticom Tech Co, Ltd"
40:D8:55:0B:2,Ever Trend Tech Development Ltd
24:B2:09,Avaya Inc
44:4B:5D,GE Healthcare
4C:5E:0C,Routerboard.com
98:03:A0,Abb n.v. Power Quality Products
50:05:3D,CyWee Group Ltd
00:FD:4C,Nevatec
00:50:C2:BD:B,GasTOPS Ltd
78:A6:83,Precidata
64:3A:B1,"Sichuan Tianyi Comheart Telecomco.,Ltd"
70:B3:D5:01:E,ePOINT Embedded Computing Ltd
00:E0:71,Epis Microcomputer
00:0C:56,Megatel Computer (1986) Corp
00:50:C2:9C:1,Tattile Srl
70:B3:D5:46:3,"Warecube, Inc"
38:F7:CD:5,"Shanghai qinzhuo Electronic Co, Ltd"
00:50:C2:B4:2,Etm Electromatic Inc
00:1B:C5:04:F,"Orbital Systems, Ltd"
70:B3:D5:FD:D,Laser Imagineering Vertriebs GmbH
00:1B:C5:0B:2,Skoda Electric a.s.
70:B3:D5:34:8,BÃ„R Bahnsicherung AG
10:8E:BA,Molekule
0:40:19,"Aeon Systems, Inc"
00:1B:40,Network Automation mxc AB
0:24:42,Axona Ltd
64:DD:E9,Xiaomi Communications Co Ltd
68:E2:09,"Huawei Tech Co, Ltd"
70:B3:D5:F1:5,Areca Embedded Systems Pvt Ltd
34:58:7C,"Mirae Information Tech Co, Ltd"
00:C0:53,Aspect Software Inc
00:26:E8,"Murata Manufacturing Co, Ltd"
FC:D8:17,Beijing Hesun Tech CoLtd
2C:B4:3A,"Apple, Inc"
E4:7C:65,"Sunstar Communication Tech Co, Ltd"
00:E0:39,Paradyne Corp
00:23:6B,"Xembedded, Inc"
A4:18:75,"Cisco Systems, Inc"
00:1A:87,Canhold International Ltd
88:B3:62,Nokia Shanghai Bell Co Ltdï¼‰
30:37:B3,"Huawei Tech Co, Ltd"
00:90:2C,Data & Control Equipment Ltd
00:50:C2:43:8,Telecom Protection Tech Ltd
0.009976851851852,Cetacea Networks Corp
60:9B:2D,"Jmacs Japan Co, Ltd"
68:79:12:9,Leaps s.r.o.
00:BA:C0,Biometric Access Co
70:B3:D5:1E:0,TOPROOTTechnology Corp Ltd
74:81:14,"Apple, Inc"
A0:82:1F,"Samsung Electronics Co, Ltd"
14:AE:85:E,Sercomm Corp
50:AB:BF,Hoseo Telecom
54:14:FD,Orbbec 3D Tech International
48:82:F2,Appel Elektronik GmbH
E4:1F:E9,Dunkermotoren GmbH
58:FD:20,Systemhouse Solutions AB
B8:62:1F,"Cisco Systems, Inc"
78:25:44,Omnima Ltd
58:6E:D6,Private
70:3C:39,Seawing Kft
78:AB:BB,"Samsung Electronics Co, Ltd"
E8:15:0E,Nokia Corp
70:B3:D5:84:C,CoreKinect
00:40:AB,Roland DG Corp
00:0B:7C,Telex Communications
00:50:C2:28:2,Telvent
34:E3:DA,Hoval Aktiengesellschaft
00:50:C2:5F:A,Lea d.o.o.
D8:C6:91,Hichan Tech Corp
38:7B:47,"Akela, Inc"
B8:87:1E,"Good Mind Industries Co, Ltd"
C0:38:96,"Hon Hai Precision Ind. Co, Ltd"
04:D7:A5,"New H3c Tech Co, Ltd"
F0:97:E5,"Tamio, Inc"
70:B3:D5:04:E,Hugel GmbH
0.001018518518519,Brocade Communications Systems Llc
00:26:BC,General Jack Tech Ltd
70:B3:D5:74:7,Eva Automation
70:B3:D5:C1:C,D.E.M. Spa
D8:9A:C1,Nokia
00:00:F3,Gandalf Data Ltd
24:AF:4A,Alcatel-Lucent Ipd
70:59:86,Ooo Ttv
84:90:00,Arnold&Richter Cine Technik GmbH & Co Betriebs KG
00:1D:42,Nortel Networks
38:F0:98,Vapor Stone Rail Systems
70:B3:D5:EB:1,CP contech electronic GmbH
1C:CA:E3:C,Gahdeung Elecom
00:07:C7,Synectics Systems Ltd
00:50:C2:40:A,Contec Steuerungstechnik & Automation GmbH
AC:64:DD:A,Bluewave Global Manufacturing Ltd
00:50:C2:C9:5,Ipses S.r.l.
C0:A0:BB,D-Link International
00:CD:FE,"Apple, Inc"
A8:EE:C6,Muuselabs NV/SA
70:B3:D5:2F:C,Loanguard T/A SE Controls
00:E0:1E,"Cisco Systems, Inc"
00:12:BA,"Fsi Systems, Inc"
00:1B:35,"ChongQing Jinou Science & Tech Development Co, Ltd"
B4:1C:30,zte Corp
70:B3:D5:80:3,Grossenbacher Systeme AG
00:D0:6F,Kmc Controls
00:08:1C,@pos.com
AC:94:03,Envision Peripherals Inc
00:18:AB,Beijing Lhwt Microelectronics Inc
90:56:82,Lenbrook Industries Ltd
D4:88:3F,"Hdpro Co, Ltd"
0C:FE:5D:5,Selectric Nachrichten-Systeme GmbH
00:A0:4A,"Nisshin Electric Co, Ltd"
00:C0:BA,Netvantage
00:50:C2:0D:7,"Summit Avionics, Inc"
70:B3:D5:2D:3,Hensoldt Sensors GmbH
00:03:E7,Logostek Co Ltd
00:50:C2:9A:9,GD Mission Systems
C4:91:3A,"Shenzhen Sanland Electronic Co, Ltd"
6C:5E:3B,"Cisco Systems, Inc"
90:3C:B3,Edgecore Networks Corp
84:06:FA,"Fiberhome Telecommunication Tech Co, Ltd"
00:14:AC,Bountiful WiFi
00:1B:C5:0A:8,Link Precision
8C:83:9D,"Shenzhen Xinyupeng Electronic Tech Co, Ltd"
4C:E2:F1,Udino srl
68:91:D0:5,Nipk Electron Co
70:B3:D5:A1:F,GlobalTest Llc
70:B3:D5:9B:5,Ideetron b.v.
6C:5C:3D:A,krtkl Inc
00:C0:4B,Creative Microsystems
00:15:9C,"B-Kyung System Co, Ltd"
00:1B:D6,Kelvin Hughes Ltd
04:76:B0,"Cisco Systems, Inc"
00:B0:AC,Siae-Microelettronica S.p.A.
F0:EE:BB,Vipar GmbH
24:6C:8A,Yukai Engineering
20:9E:F7,"Extreme Networks, Inc"
70:B3:D5:58:1,Thermokon Sensortechnik GmbH
00:21:A7,"Hantle System Co, Ltd"
5C:87:78,"Cybertelbridge Co, Ltd"
60:D7:E3:C,"Zhejiang Send Intelligent Tech, Ltd"
70:B7:E2,"Jiangsu Miter Tech Co, Ltd"
00:23:D8,Ball-It Oy
00:50:C2:ED:9,Plasmatronics pty Ltd
A8:81:F1,Bmeye B.V.
98:35:71,Sub10 Systems Ltd
64:4B:F0,"CalDigit, Inc"
70:B3:D5:3C:3,Aimco
58:E6:BA,"Apple, Inc"
A0:22:4E:C,"Standartoptic, Ltd Liability Co"
00:C0:EC,Dauphin Tech
00:50:C2:76:6,Gutermann Tech GmbH
24:CB:E7,"Myk, Inc"
00:50:C2:BB:9,"Toptech Systems, Inc"
20:44:3A,Schneider Electric Asia Pacific Ltd
70:B3:D5:34:3,Elektro-System s.c.
04:9D:FE,Hivesystem
00:30:CC,"Tenor Networks, Inc"
00:D0:B2,Xiotech Corp
00:1B:2E,Sinkyo Electron Inc
0:01:10,Gotham Networks
70:B3:D5:E9:0,"Getein Biotechnology Co, Ltd"
24:94:CB,"Arris Group, Inc"
00:18:F9,"Vvond, Inc"
34:FC:B9,Hewlett Packard Enterprise
70:B3:D5:30:D,Fiberbase
A8:51:5B,"Samsung Electronics Co, Ltd"
D8:F8:AF,Daontec
0.007800925925926,"Aten International Co, Ltd"
00:50:C2:0F:2,"Kms Systems, Inc"
00:50:C2:18:8,dresden-elektronik
84:D4:C8,Widex A/S
6C:49:C1,"o2ones Co, Ltd"
4C:93:A6:9,Advantics
78:F8:B8,Rako Controls Ltd
00:1E:0C,"Sherwood Information Partners, Inc"
00:22:B7,Gss Grundig Sat-Systems GmbH
70:B3:D5:58:F,Lsl systems
C8:5B:76,"Lcfc(HeFei) Electronics Tech Co, Ltd"
80:6D:97,Private
C0:25:2F,"Shenzhen Mercury Communication Tech Co, Ltd"
00:00:3E,Simpact
0:50:59,iBAHN
B4:DD:15,ControlThings Oy Ab
9C:C1:72,"Huawei Tech Co, Ltd"
70:B3:D5:2A:D,Opgal Optronic Industries
00:1A:3C,Technowave Ltd
54:04:96,Gigawave Ltd
60:32:F0,Mplus Tech
B4:20:5B,"Guangdong Oppo Mobile Telecommunications Corp, Ltd"
00:20:8C,"Galaxy Networks, Inc"
00:1D:1E,"Kyushu Ten Co, Ltd"
68:0A:D7,"Yancheng Kecheng Optoelectronic Tech Co, Ltd"
F8:D1:11,"TP-Link Tech Co, Ltd"
6C:60:EB,"Zhi Yuan Electronics Co, Ltd"
20:0F:70,Foxtech
00:60:77,Prisa Networks
0:14:21,Total Wireless Tech Pte. Ltd
00:1A:97,fitivision Tech Inc
D0:72:DC,"Cisco Systems, Inc"
48:55:19,Espressif Inc
90:FB:5B,Avaya Inc
A4:EB:D3,"Samsung Electronics Co, Ltd"
D8:0D:17,"TP-Link Tech Co, Ltd"
00:90:A8,"NineTiles Networks, Ltd"
0.017673611111111,"Transact Campus, Inc"
70:1A:ED,"Advas Co, Ltd"
00:12:FD,Optimus IC S.A.
C8:6C:1E,Display Systems Ltd
88:C9:B3:9,"Richbeam (Beijing) Tech Co, Ltd"
00:50:C2:50:1,Ibex UK Ltd
00:50:C2:70:D,ela-soft GmbH & Co KG
44:EA:4B,Actlas Inc
00:A0:B6,"Sanritz Automation Co, Ltd"
0:30:13,Nec Corp
00:0E:C8,Zoran Corp
00:1B:C5:06:2,Sulaon Oy
CC:03:FA,Technicolor CH Usa Inc
00:A0:31,"Hazeltine Corp, MS 1-17"
8:00:33,Bausch & Lomb
D8:B9:0E,"Triple Domain Vision Co, Ltd"
00:13:4C,Ydt Tech International
FC:00:12,Toshiba Samsung Storage Technolgoy Korea Corp
68:AF:13,Futura Mobility
60:AB:14,LG innotek
00:20:A1,Dovatron
00:60:60,Data Innovations North America
00:80:B2,Network Equipment Tech
1C:87:74:1,Sigfox
38:3A:21:7,Chengdu Krosslan Tech Inc
D0:D9:4F:1,mycable GmbH
08:ED:02:3,"Jiangsu Logread Network Tech Co, Ltd"
50:2C:C6,"Gree Electric Appliances, Inc OF Zhuhai"
00:C0:DD,QLogic Corp
00:0F:0E,"WaveSplitter Tech, Inc"
2C:6A:6F:0,"Shanghai Shuncom Electronic Tech Co, Ltd"
74:CC:39,"Fiberhome Telecommunication Tech Co, Ltd"
C8:1F:BE,"Huawei Tech Co, Ltd"
70:B3:D5:F9:E,"International Center for Elementary Particle Physics, The University of Tokyo"
10:CE:45,Miromico AG
60:70:72,"Shenzhen Hongde Smart Link Tech Co, Ltd"
0.016388888888889,LinoWave Corp
C0:E5:4E,Aries Embedded GmbH
40:07:C0,Railtec Systems GmbH
DC:72:9B,"Huawei Tech Co, Ltd"
00:17:E7,Texas Instruments
20:4E:7F,Netgear
54:E2:E0,"Arris Group, Inc"
00:50:C2:0C:5,Saia Burgess Controls AG
A0:55:DE,"Arris Group, Inc"
00:50:C2:D3:F,Communication Systems Solutions
EC:5F:23,Qinghai Kimascend Electronics Tech Co Ltd
D4:AE:05,"Samsung Electronics Co, Ltd"
70:B3:D5:85:6,Shanghai Westwell Information and Tech Co Ltd
00:50:C2:66:9,Dsp Design
58:12:43,AcSiP Tech Corp
2C:AB:25,"Shenzhen Gongjin Electronics Co, LT"
0:09:03,"Panasas, Inc"
B4:37:D1:A,Axiomatic Tech Corp
4C:EF:C0,Amazon Tech Inc
38:0F:E4,Dedicated Network Partners Oy
70:B3:D5:F7:3,Asl Holdings
44:A5:6E,Netgear
70:B3:D5:E3:1,"Neurophet, Inc"
00:03:F9,"Pleiades Communications, Inc"
00:D0:05,Zhs Zeitmanagementsysteme
00:72:98,"Kaonmedia Co, Ltd"
70:B3:D5:7F:0,"Ydk Tech Co, Ltd"
00:0A:2B,Etherstuff
00:50:C2:C8:B,Ocas AS
90:E2:FC:B,"Shenzhen Dingsheng Intelligent Tech Co, Ltd"
70:B3:D5:81:4,Ingenieurbuero Somtronik
0C:48:85,LG Electronics (Mobile Communications)
E4:1E:0A:0,Zavod â„– 423
1C:64:99,Comtrend Corp
24:15:10:5,"Ganzhou Dehuida Tech Co, Ltd"
F4:45:ED,Portable Innovation Tech Ltd
00:50:C2:B3:6,Crde
40:D8:55:08:8,"Jel System Co, Ltd"
70:B3:D5:AC:E,Farho Domotica SL
64:33:B5:5,"Revo Smart Tech Co, Ltd"
24:5C:BF,Ncse
24:84:98,"Beijing Jiaoda Microunion TechCo, Ltd"
0.0134375,"Buyang Electronics Industrial Co, Ltd"
00:F8:60,PT. Panggung Electric Citrabuana
54:F5:B6,Oriental Pacific International Ltd
80:B7:45,The Silk Tech Ilc Ltd
08:00:5E,Counterpoint Computer Inc
00:11:D6,"HandEra, Inc"
70:B3:D5:DD:7,Detect Australia
30:7C:5E,Juniper Networks
A0:19:B2:3,"Power Diagnostic Service Co, Ltd"
70:0B:01,Sagemcom Broadband Sas
04:C3:E6:5,Invasys
70:B3:D5:51:9,MB connect line GmbH Fernwartungssysteme
00:02:E3,"Lite-ON Communications, Inc"
00:50:C2:71:F,Asc telecom AG
FC:17:94,"InterCreative Co, Ltd"
70:30:5E,"Nanjing Zhongke Menglian Information Tech Co, Ltd"
70:B3:D5:4B:1,Lace Llc
DC:44:27:2,"Skywave Tech Co,.Ltd"
70:B3:D5:A6:9,Leviathan Solutions Ltd
EA:DD:88,"Ieee Pes-Psrc Working Group H3, Pc37.237"
00:16:D5,"Synccom Co, Ltd"
C8:AA:21,"Arris Group, Inc"
70:D6:B6,Metrum Tech
70:B3:D5:12:B,Ric Electronics
00:09:EB,HuMANDATA Ltd
00:50:C2:03:F,Celotek Corp
00:50:C2:B0:7,Fareco
7C:47:7C:B,"Hangzhou Yiyitaidi Information Tech Co, Ltd"
B4:5F:84,zte Corp
84:84:33,Paradox Engineering SA
78:71:9C,"Arris Group, Inc"
88:A2:D7,"Huawei Tech Co, Ltd"
0:03:16,"Nobell Communications, Inc"
00:14:7F,Thomson Telecom Belgium
00:50:C2:7D:9,Volumatic Ltd
58:57:0D,Danfoss Solar Inverters
38:A8:CD:D,annapurnalabs
2C:5A:A3,Promate Electronic CoLtd
54:EE:75,"Wistron InfoComm(Kunshan)Co, Ltd"
80:22:78,China Mobile Iot Co Ltd
D0:54:75,Savi Controls
00:50:C2:52:1,Aris Tech
00:16:DA,Futronic Tech Co Ltd
00:21:FB,LG Electronics (Mobile Communications)
7C:31:0E,"Cisco Systems, Inc"
28:31:7E,"Hongkong Nano IC Tech Co, Ltd"
00:03:8A,"America Online, Inc"
0:14:31,Pdl Electronics Ltd
20:87:AC,Aes motomation
58:19:F8,"Arris Group, Inc"
CC:F4:11,"Google, Inc"
00:12:A8,intec GmbH
14:B7:3D,Archean Tech
D0:46:DC,Southwest Research Institute
00:13:0D,Galileo Avionica
BC:71:C1,"XTrillion, Inc"
50:D7:53,Conelcom GmbH
70:B3:D5:36:4,Adamczewski elektronische Messtechnik GmbH
24:DF:A7,"Hangzhou BroadLink Tech Co, Ltd"
00:1C:95,Opticomm Corp
00:50:C2:7A:5,Quantum Medical Imaging
40:D8:55:15:2,Home Automation Europe
F8:D7:56,Simm Tronic Ltd
50:CC:F8,"Samsung Electro Mechanics Co, Ltd"
00:50:C2:F2:C,Terratel Tech s.r.o.
E0:CB:EE,"Samsung Electronics Co, Ltd"
38:1D:14,Skydio Inc
00:40:6D,"Lanco, Inc"
0:15:50,Nits Tech Inc
00:1C:22,Aeris Elettronica s.r.l.
AA:DC:47,"Cachengo, Inc"
0:17:25,Liquid Computing
0.015578703703704,"Universal Global Scientific Industrial Co, Ltd"
40:D8:55:02:3,"Shanghai o-solution electronics & Tech Co, Ltd"
70:B3:D5:FE:2,Galileo TÄ±p Teknolojileri San. ve Tic. A.S.
18:39:9C,Skorpios Tech
00:60:75,"Pentek, Inc"
0:05:05,"Systems Integration Solutions, Inc"
00:14:EE,"Western Digital Tech, Inc"
C4:3A:9F,Siconix Inc
38:06:B4,A.D.C. GmbH
28:63:36,Siemens AG
70:B3:D5:93:4,Rbs Netkom GmbH
E4:F3:E8,"Shenzhen SuperElectron Tech Co, Ltd"
00:50:C2:01:2,Floware System Solutions Ltd
F4:B6:E5,"TerraSem Co, Ltd"
34:9E:34,Evervictory Electronic CoLtd
30:F9:4B,"Universal Electronics, Inc"
8C:1F:64:C7:C,Merkle Schweissanlagen-Technik GmbH
D8:1F:CC,Brocade Communications Systems Llc
0C:8D:DB,Cisco Meraki
70:B3:D5:5E:B,Loma Systems s.r.o.
A4:6D:A4,"Huawei Tech Co, Ltd"
34:21:09,Jensen Scandinavia AS
74:18:65,"Shanghai DareGlobal Tech Co, Ltd"
C8:D3:FF,Hewlett Packard
00:50:C2:8D:0,Saia Burgess Controls AG
18:20:12,Aztech Associates Inc
F8:8A:3C:C,"Excetop Tech (Beijing) Co, Ltd"
30:7C:30,Rim
C4:50:06,"Samsung Electronics Co, Ltd"
9C:D4:8B,Innolux Tech Europe BV
50:0B:91,Ieee Registration Authority
34:E1:D1:1,Sama NextGen Pte Ltd
0.007164351851852,"Advanced Television Systems Committee, Inc"
00:16:EE,Royaldigital Inc
00:25:5D,Morningstar Corp
00:1E:E3,"T&W Electronics (ShenZhen) Co, Ltd"
00:25:4F,Elettrolab Srl
54:05:5F,Alcatel-Lucent
D0:D9:4F:C,Arrowave Tech Ltd
E4:46:DA,Xiaomi Communications Co Ltd
0:30:16,"Ishida Co, Ltd"
00:0E:2C,Netcodec Co
00:50:C2:3A:A,Networked Robotics Corp
4C:BC:98:1,Jsc Nic
5C:27:D4,Shenzhen Qihu Intelligent Tech Co Ltd
0:20:22,Nms Communications
00:26:D2,"Pcube Systems, Inc"
70:B3:D5:B3:4,Medtronic
20:16:D8,Liteon Tech Corp
4C:E1:73:D,Ktc(K-Tel)
70:B3:D5:C3:5,Vibrationmaster
70:B3:D5:4D:6,Operational Tech Solutions
00:14:7B,"Iteris, Inc"
00:50:C2:9E:1,Enreduce Energy Control AB
